title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,producers,rating,runtime_mins,theaters,season,theater_run,Year,summer,fall,winter,spring,holiday,,PG-13,R,PG,G,GP,M/PG
Husbands and Wives,9/18/1992,,Woody Allen,TriStar,10555619,22713700,Romance,2,,R,103,868,fall,0,2016,0,1,0,0,0,0,0,1,0,0,0,0
Hush,3/6/1998,,,Sony / Columbia,13583690,25864000,Crime_Thriller,0,Douglas Wick,PG-13,96,1966,spring,0,1983,0,0,0,1,0,0,1,0,0,0,0,0
Hush!,11/8/2002,,,Strand,21278,32000,None,0,,,135,2,holiday,237,2017,0,0,0,0,1,1,0,0,0,0,0,0
"Hush... Hush, Sweet Charlotte",12/25/1964,,Robert Aldrich,Fox,,,Drama,0,Robert Aldrich,,133,,holiday,0,2004,0,0,0,0,1,1,0,0,0,0,0,0
Hustle and Flow,7/22/2005,2800000,Craig Brewer,Paramount Classics,22202809,30931500,Musical,2,Stephanie Allain,R,114,1016,summer,129,1994,1,0,0,0,0,0,0,1,0,0,0,0
The Hustler,9/25/1961,,Robert Rossen,Fox,,,Drama,0,Robert Rossen,,134,,fall,0,1997,0,1,0,0,0,1,0,0,0,0,0,0
Hybrid,5/10/2002,,,Indican,164386,244600,Documentary,0,,PG-13,90,2,summer,524,2015,1,0,0,0,0,0,1,0,0,0,0,0
Hyde Park on Hudson,12/7/2012,,Roger Michell,Focus Features,6376145,7151100,Drama,0,,R,94,246,holiday,111,1991,0,0,0,0,1,0,0,1,0,0,0,0
Hyena,5/1/2015,,,Tribeca Film,3401,3500,Drama,0,,,112,6,summer,20,2004,1,0,0,0,0,1,0,0,0,0,0,0
Hyena Road,3/11/2016,,,Samuel Goldwyn,1430,1500,War,0,,R,120,10,spring,0,2001,0,0,0,1,0,0,0,1,0,0,0,0
Hysteria,5/18/2012,,,Sony Classics,1804139,1999800,Historical,0,,R,100,218,summer,132,2003,1,0,0,0,0,0,0,1,0,0,0,0
I Am a Fugitive from a Chain Gang,11/19/1932,,Mervyn LeRoy,Warner Bros.,,,Crime_Thriller,0,,,92,,holiday,0,2017,0,0,0,0,1,1,0,0,0,0,0,0
I Am a Sex Addict,4/5/2006,,,IFC,115694,157700,Comedy,0,,,90,9,spring,85,2009,0,0,0,1,0,1,0,0,0,0,0,0
I Am Ali,10/10/2014,,,Focus Features,7205,8000,Documentary,0,,,111,11,fall,6,2000,0,1,0,0,0,1,0,0,0,0,0,0
I Am Another You,9/27/2017,,,FilmRise,,,Documentary,0,,,80,,fall,0,2013,0,1,0,0,0,1,0,0,0,0,0,0
I Am Big Bird,5/6/2015,,,Tribeca Film,67845,71200,Documentary,0,,,90,17,summer,64,2016,1,0,0,0,0,1,0,0,0,0,0,0
I Am David,12/3/2004,,,Lions Gate,288552,414900,Historical,0,,PG,95,226,holiday,20,1999,0,0,0,0,1,0,0,0,1,0,0,0
I Am Divine,10/11/2013,,,The Film Collaborative,81497,88400,Documentary,0,,,90,10,fall,167,2016,0,1,0,0,0,1,0,0,0,0,0,0
I Am Eleven,9/12/2014,,,Proud Mother Pictures,310116,335500,Documentary,0,,,94,16,fall,293,2016,0,1,0,0,0,1,0,0,0,0,0,0
I Am Legend,12/14/2007,150000000,Francis Lawrence,Warner Bros.,256393010,327945200,Fantasy_Scifi,0,"Dana Goldberg, Akiva Goldsman, David Heyman, James Lassiter, Neal H. Moritz, Erwin Stoff, Michael Tadross",PG-13,100,3648,holiday,118,1991,0,0,0,0,1,0,1,0,0,0,0,0
I Am Not Madame Bovary,11/18/2016,,,Well Go USA,436798,443700,Comedy,0,,,124,39,holiday,55,1982,0,0,0,0,1,1,0,0,0,0,0,0
I am Not Your Negro,2/3/2017,,,Magnolia,7123919,7191200,Documentary,1,,PG-13,93,320,winter,125,2016,0,0,1,0,0,0,1,0,0,0,0,0
I Am Number Four,2/18/2011,60000000,D.J. Caruso,Buena Vista,55100437,62601400,Fantasy_Scifi,0,"Michael Bay, Chris Bender, J.C. Spink, David Valdes",PG-13,104,3156,winter,104,1989,0,0,1,0,0,0,1,0,0,0,0,0
I Am Sam,12/28/2001,,,New Line,40311852,61959500,Drama,1,"Michael De Luca, Edward Zwick",PG-13,132,1450,holiday,111,2016,0,0,0,0,1,0,1,0,0,0,0,0
I am the Blues,7/12/2017,,,Film Movement,37849,37900,Documentary,0,,,116,5,summer,0,2004,1,0,0,0,0,1,0,0,0,0,0,0
I Am Trying to Break Your Heart,7/26/2002,,,Cowboy,445522,683600,Documentary,0,,,93,13,summer,356,2010,1,0,0,0,0,1,0,0,0,0,0,0
I Belonged to You,9/30/2016,,,China Lion,744541,756400,Romance,0,,,112,50,fall,41,2015,0,1,0,0,0,1,0,0,0,0,0,0
I Called Him Morgan,3/24/2017,,,Submarine Deluxe,128986,129100,Documentary,0,,,91,11,spring,153,1994,0,0,0,1,0,1,0,0,0,0,0,0
I Can Only Imagine,3/16/2018,,"Andrew Erwin, Jon Erwin",Roadside Attractions,,,Drama,0,,PG,110,,spring,0,1983,0,0,0,1,0,0,0,0,1,0,0,0
I Can Speak,9/22/2017,,,CJ Entertainment,63239,63200,Comedy,0,,,119,2,fall,0,2008,0,1,0,0,0,1,0,0,0,0,0,0
I Can't Think Straight,11/21/2008,,,Regent Releasing,39576,49200,Comedy,0,,R,80,3,holiday,300,2014,0,0,0,0,1,0,0,1,0,0,0,0
I Capture the Castle,7/11/2003,8000000,,IDP,1179035,1746100,Historical,0,,R,113,42,summer,83,1986,1,0,0,0,0,0,0,1,0,0,0,0
I Come in Peace,9/28/1990,,,Triumph,4348368,9179900,Fantasy_Scifi,0,,R,91,1041,fall,0,2004,0,1,0,0,0,0,0,1,0,0,0,0
I Confess,3/22/1953,,Alfred Hitchcock,Warner Bros.,,,Crime_Thriller,0,,,94,,spring,0,1982,0,0,0,1,0,1,0,0,0,0,0,0
I Could Never Be Your Woman  - Box Office Mojo,,,Amy Heckerling,Bauer Martinez Distribution,,,Romance,0,,PG-13,97,,,0,2005,0,0,0,0,0,0,1,0,0,0,0,0
I Deal in Danger,12/5/1966,,Walter Grauman,Fox,,,War,0,"Walter Grauman, Buck Houghton",,90,,holiday,0,2000,0,0,0,0,1,1,0,0,0,0,0,0
I Declare War,8/30/2013,,,Drafthouse,14928,17000,Act_Adven,0,,,94,14,summer,0,1933,1,0,0,0,0,1,0,0,0,0,0,0
I Do... Until I Don't,9/1/2017,,Lake Bell,The Film Arcade,280668,280700,Comedy,0,Lake Bell,R,106,165,fall,0,2015,0,1,0,0,0,0,0,1,0,0,0,0
I Don't Belong Anywhere: The Cinema of Chantal Akerman,3/28/2016,,,Icarus Films,7703,7900,Documentary,0,,,67,3,spring,0,2012,0,0,0,1,0,1,0,0,0,0,0,0
I Don't Know How She Does It,9/16/2011,24000000,Douglas McGrath,Weinstein Company,9662284,10867000,Comedy,0,,PG-13,95,2490,fall,69,1955,0,1,0,0,0,0,1,0,0,0,0,0
"Box Office Mojo - Movie Index, A-Z",,,,None,,,None,0,,,,,,0,1980,0,0,0,0,0,1,0,0,0,0,0,0
I Dream In Another Language,7/28/2017,,,FilmRise,2739,2700,Drama,0,,,100,1,summer,0,2013,1,0,0,0,0,1,0,0,0,0,0,0
I Dreamed of Africa,5/5/2000,50000000,,Sony / Columbia,6651522,11020100,Act_Adven,0,,PG-13,115,2112,summer,0,2017,1,0,0,0,0,0,1,0,0,0,0,0
I Feel Pretty,6/29/2018,,,STX Entertainment,,,Comedy,0,,,,,summer,0,2015,1,0,0,0,0,1,0,0,0,0,0,0
I Give It a Year,8/9/2013,,,Magnolia,34657,39500,Romance,0,"Tim Bevan, Eric Fellner",R,97,6,summer,41,2015,1,0,0,0,0,0,0,1,0,0,0,0
I Got the Hook-Up!,5/29/1998,,,Miramax,10317779,19645600,Crime_Thriller,0,,R,93,655,summer,0,2006,1,0,0,0,0,0,0,1,0,0,0,0
I Hate Valentine's Day,7/3/2009,,Nia Vardalos,IFC,11004,13700,Romance,0,,PG-13,89,3,summer,13,1986,1,0,0,0,0,0,1,0,0,0,0,0
I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,5/23/2007,,,Luminous Velocity Releasing,29976,38900,Documentary,0,,PG-13,105,9,summer,18,1971,1,0,0,0,0,0,1,0,0,0,0,0
I Hope They Serve Beer in Hell,9/25/2009,,,Freestyle Releasing,1429299,1677200,Comedy,0,,R,105,266,fall,48,1943,0,1,0,0,0,0,0,1,0,0,0,0
I Kissed a Vampire,3/30/2012,,,"Monterey Media, Inc.",1794,2000,Musical,0,,PG,91,11,spring,0,1938,0,0,0,1,0,0,0,0,1,0,0,0
I Knew Her Well,2/5/2016,,,Janus Films,18010,18500,Drama,0,,,115,1,winter,6,1994,0,0,1,0,0,1,0,0,0,0,0,0
I Know What You Did Last Summer,10/17/1997,,,Sony / Columbia,72586134,141218800,Horror,0,Neal H. Moritz,R,101,2524,fall,0,1992,0,1,0,0,0,0,0,1,0,0,0,0
I Know Who Killed Me,7/27/2007,,,Sony / Columbia,7498716,9733100,Crime_Thriller,0,,R,105,1320,summer,0,1985,1,0,0,0,0,0,0,1,0,0,0,0
I Like it Like That,10/14/1994,,,Sony / Columbia,1760527,3761100,Comedy,0,,R,107,,fall,0,2004,0,1,0,0,0,0,0,1,0,0,0,0
I Like Killing Flies,7/28/2006,,,ThinkFilm,16214,22100,Documentary,0,,R,79,2,summer,20,2007,1,0,0,0,0,0,0,1,0,0,0,0
I Love Trouble,7/1/1994,,Charles Shyer,Buena Vista,30806194,65813200,Romance,0,Nancy Meyers,PG,123,1746,summer,0,2014,1,0,0,0,0,0,0,0,1,0,0,0
I Love You Beth Cooper,7/10/2009,18000000,Chris Columbus,Fox,14800725,17716900,Comedy,0,Chris Columbus,PG-13,102,1872,summer,83,1988,1,0,0,0,0,0,1,0,0,0,0,0
I Love You Both,6/9/2017,,,Magnolia,4661,4700,Comedy,0,,,90,7,summer,20,2001,1,0,0,0,0,1,0,0,0,0,0,0
I Love You to Death,4/6/1990,,Lawrence Kasdan,TriStar,16186793,34172100,Crime_Thriller,0,Michael Grillo,R,97,1095,spring,0,2008,0,0,0,1,0,0,0,1,0,0,0,0
"I Love You, Daddy  - Box Office Mojo",,,Louis C.K.,The Orchard,,,Comedy,0,,R,114,,,0,2007,0,0,0,0,0,0,0,1,0,0,0,0
"I Love You, Don't Touch Me",2/20/1998,,,MGM,98973,188400,Romance,0,,R,85,10,winter,0,2001,0,0,1,0,0,0,0,1,0,0,0,0
"I Love You, I Love You Not",10/31/1997,,,Lions Gate,20677,40200,None,0,,PG-13,80,6,fall,0,2008,0,1,0,0,0,0,1,0,0,0,0,0
"I Love You, Man",3/20/2009,,John Hamburg,Paramount (DreamWorks),71440011,85517300,Comedy,0,"Bill Johnson, Tom Pollock",R,110,2829,spring,76,1999,0,0,0,1,0,0,0,1,0,0,0,0
"I Love You, Phillip Morris",12/3/2010,13000000,"Glenn Ficarra, John Requa",Roadside Attractions,2037459,2295000,Comedy,0,Andrew Lazar,R,100,100,holiday,132,1995,0,0,0,0,1,0,0,1,0,0,0,0
I Love Your Work,11/4/2005,,,ThinkFilm,3264,4500,Comedy,0,,R,107,1,holiday,6,2016,0,0,0,0,1,0,0,1,0,0,0,0
I Married a Strange Person!,8/28/1998,,,Lions Gate,206272,392800,Animation,0,,R,73,2,summer,0,1990,1,0,0,0,0,0,0,1,0,0,0,0
I Melt With You,12/9/2011,,Mark Pellington,Magnolia,6361,7300,Crime_Thriller,0,Rob Cowan,R,116,2,holiday,20,2015,0,0,0,0,1,0,0,1,0,0,0,0
I Now Pronounce You Chuck and Larry,7/20/2007,85000000,Dennis Dugan,Universal,120059556,155833100,Comedy,0,"Michael Bostick, Jack Giarraputo, Ryan Kavanaugh, Adam Sandler, Tom Shadyac",PG-13,110,3501,summer,90,2002,1,0,0,0,0,0,1,0,0,0,0,0
I Origins,7/18/2014,,,Fox Searchlight,336472,360700,Drama,0,,R,113,122,summer,34,2004,1,0,0,0,0,0,0,1,0,0,0,0
I Ought to Be in Pictures,3/26/1982,,,Fox,6968359,21165800,None,0,,PG,108,662,spring,0,2016,0,0,0,1,0,0,0,0,1,0,0,0
I Saw the Light,3/25/2016,,Marc Abraham,Sony Classics,1646788,1685600,Drama,0,Brett Ratner,R,123,741,spring,76,1988,0,0,0,1,0,0,0,1,0,0,0,0
I Sell the Dead,8/7/2009,,,IFC,8050,10000,Horror,0,,,85,2,summer,13,1998,1,0,0,0,0,1,0,0,0,0,0,0
I Shot a Man in Vegas,10/18/1996,,,Arrow Releasing,2684,5400,None,0,,R,86,,fall,6,2016,0,1,0,0,0,0,0,1,0,0,0,0
I Shot Andy Warhol,5/1/1996,,,Orion Pictures,1875527,3789200,Drama,0,,R,100,58,summer,0,2006,1,0,0,0,0,0,0,1,0,0,0,0
I Smile Back,10/23/2015,,Adam Salky,Broad Green Pictures,58738,60300,Drama,0,,R,85,18,fall,0,2009,0,1,0,0,0,0,0,1,0,0,0,0
I Spit on Your Grave,10/8/2010,2000000,,Anchor Bay Films,93051,104500,Horror,0,,,108,12,fall,48,1955,0,1,0,0,0,1,0,0,0,0,0,0
I Spit on Your Grave 2,9/20/2013,,,Anchor Bay Films,809,900,Horror,0,,R,106,1,fall,6,2016,0,1,0,0,0,0,0,1,0,0,0,0
I Spy,11/1/2002,70000000,Betty Thomas,Sony / Columbia,33561137,51555800,Act_Adven,0,,PG-13,96,3182,holiday,80,2017,0,0,0,0,1,0,1,0,0,0,0,0
I Stand Alone,3/19/1999,,,Strand,6955,12200,None,0,,,93,1,spring,0,2002,0,0,0,1,0,1,0,0,0,0,0,0
I Still Know What You Did Last Summer,11/13/1998,65000000,,Sony / Columbia,40002112,75632500,Horror,0,Neal H. Moritz,R,100,2473,holiday,0,2013,0,0,0,0,1,0,0,1,0,0,0,0
I Think I Do,4/10/1998,,,Strand,345478,657800,Romance,0,,,90,10,spring,0,2002,0,0,0,1,0,1,0,0,0,0,0,0
I Think I Love My Wife,3/16/2007,11000000,Chris Rock,Fox Searchlight,12550605,16290200,Romance,0,Lisa Stewart,R,90,1794,spring,76,2001,0,0,0,1,0,0,0,1,0,0,0,0
I Trust You to Kill Me,9/8/2006,,,First Independent Pictures,12854,17500,Documentary,0,,R,89,1,fall,27,2003,0,1,0,0,0,0,0,1,0,0,0,0
I Used to Be Darker,9/27/2013,,,Strand,22214,23800,Drama,0,,,90,5,fall,48,2001,0,1,0,0,0,1,0,0,0,0,0,0
I Vitelloni,11/14/2003,,,Kino,116428,169600,None,0,,,104,3,holiday,209,1996,0,0,0,0,1,1,0,0,0,0,0,0
I Wanna Hold Your Hand,1/1/1978,2700000,Robert Zemeckis,Universal,1944682,7421400,None,0,Steven Spielberg,PG,104,,winter,0,2009,0,0,1,0,0,0,0,0,1,0,0,0
I Want Someone to Eat Cheese With,9/5/2007,,,IFC,194568,252300,Comedy,0,,R,80,14,fall,123,0,0,1,0,0,0,0,0,1,0,0,0,0
I Want You,6/4/1999,,Michael Winterbottom,Gramercy,1672,2900,Drama,0,,R,87,1,summer,6,2011,1,0,0,0,0,0,0,1,0,0,0,0
I Want Your Money,10/15/2010,,,Freestyle Releasing,433588,487000,Documentary,0,,PG,92,537,fall,20,2006,0,1,0,0,0,0,0,0,1,0,0,0
I Was a Jewish Sex Worker,4/25/1997,,,Greycat,8526,16600,None,0,,,75,,spring,6,2007,0,0,0,1,0,1,0,0,0,0,0,0
I Was a Male War Bride,8/19/1949,,Howard Hawks,Fox,,,Romance,0,Sol C. Siegel,,105,,summer,0,1994,1,0,0,0,0,1,0,0,0,0,0,0
I Will Follow,3/11/2011,,Ava DuVernay,AFFRM,135809,154000,Drama,0,Ava DuVernay,,88,21,spring,48,2006,0,0,0,1,0,1,0,0,0,0,0,0
I'll Be Home for Christmas,11/13/1998,30000000,Arlene Sanford,Buena Vista,12214338,22604000,Family,0,David Hoberman,PG,86,1776,holiday,0,2015,0,0,0,0,1,0,0,0,1,0,0,0
I'll Believe You,11/9/2007,,,Stand Up Films,24110,31300,Family,0,,PG,82,29,holiday,9,2015,0,0,0,0,1,0,0,0,1,0,0,0
I'll Do Anything,2/4/1994,40000000,James L. Brooks,Columbia,10424645,22270800,Comedy,0,,PG-13,116,1205,winter,0,2010,0,0,1,0,0,0,1,0,0,0,0,0
"Box Office Mojo - Movie Index, A-Z",,,,None,,,None,0,,,,,,0,1973,0,0,0,0,0,1,0,0,0,0,0,0
I'll See You in My Dreams,12/6/1951,,Michael Curtiz,Warner Bros.,,,Musical,0,Louis F. Edelman,,110,,holiday,0,1982,0,0,0,0,1,1,0,0,0,0,0,0
I'll See You In My Dreams,5/15/2015,,,Bleecker Street,7449681,8039000,Comedy,0,,PG-13,92,290,summer,118,1998,1,0,0,0,0,0,1,0,0,0,0,0
I'll Sing for You,3/26/2004,,,First Run,9425,13500,None,0,,,76,1,spring,0,1991,0,0,0,1,0,1,0,0,0,0,0,0
I'll Sleep When I'm Dead,6/16/2004,,,Paramount Classics,360759,518800,Crime_Thriller,0,,R,102,19,summer,0,1998,1,0,0,0,0,0,0,1,0,0,0,0
I'm Dancing as Fast as I Can,3/5/1982,,,Paramount,291390,885100,None,0,Scott Rudin,R,107,,spring,0,2016,0,0,0,1,0,0,0,1,0,0,0,0
I'm Gonna Git You Sucka,12/16/1988,,Keenen Ivory Wayans,United Artists,13030057,29172100,Act_Adven,0,,R,89,266,holiday,0,2017,0,0,0,0,1,0,0,1,0,0,0,0
I'm In Love With a Church Girl,10/18/2013,,,High Top Releasing,2387730,2719700,Drama,0,,PG,118,458,fall,39,1996,0,1,0,0,0,0,0,0,1,0,0,0
I'm Losing You,7/16/1999,,,Strand,13996,24600,Drama,0,,R,100,2,summer,13,2002,1,0,0,0,0,0,0,1,0,0,0,0
I'm Not Ashamed,10/21/2016,,,Pure Flix,2082980,2116200,Drama,0,,PG-13,112,516,fall,41,2013,0,1,0,0,0,0,1,0,0,0,0,0
I'm Not Jesus Mommy,5/6/2011,,Vaughn Juares,FilmDemic,15005,16700,Horror,0,Joseph Schneider,R,89,3,summer,69,2005,1,0,0,0,0,0,0,1,0,0,0,0
I'm Not There,11/21/2007,,Todd Haynes,Weinstein Company,4017609,5157900,Musical,1,"John Sloss, Steven Soderbergh, James D. Stern, John Wells",R,135,149,holiday,106,2016,0,0,0,0,1,0,0,1,0,0,0,0
I'm Reed Fish,6/1/2007,,,Red Envelope Entertainment,3567,4600,Comedy,0,Akiva Goldsman,PG,93,1,summer,20,2014,1,0,0,0,0,0,0,0,1,0,0,0
I'm Still Here,9/10/2010,,Casey Affleck,Magnolia,408983,459400,Comedy,0,Casey Affleck,R,108,120,fall,55,1998,0,1,0,0,0,0,0,1,0,0,0,0
I'm the One That I Want,8/4/2000,,,Cho,1210967,1936300,Other,0,,,96,8,summer,391,2013,1,0,0,0,0,1,0,0,0,0,0,0
I've Heard Mermaids Singing,9/11/1987,,,Miramax,1408491,3064700,None,0,,R,81,27,fall,0,1973,0,1,0,0,0,0,0,1,0,0,0,0
"I, Daniel Blake",6/2/2017,,Ken Loach,IFC,260354,259800,Drama,0,,R,100,45,summer,48,2007,1,0,0,0,0,0,0,1,0,0,0,0
"I, Frankenstein",1/24/2014,65000000,Stuart Beattie,Lionsgate,19075290,21399800,Act_Adven,0,"Gary Lucchesi, Tom Rosenberg, Richard Wright",PG-13,92,2753,winter,55,1985,0,0,1,0,0,0,1,0,0,0,0,0
"I, Robot",7/16/2004,120000000,Alex Proyas,Fox,144801023,208224300,Fantasy_Scifi,1,"John Davis, Wyck Godfrey, James Lassiter, Laurence Mark, Will Smith",PG-13,105,3494,summer,167,1990,1,0,0,0,0,0,1,0,0,0,0,0
"I, the Jury",1/9/1982,,,Fox,1515578,4603400,None,0,,R,111,,winter,0,2010,0,0,1,0,0,0,0,1,0,0,0,0
"I, Tonya",12/8/2017,,Craig Gillespie,Neon,,,Comedy,0,,R,120,,holiday,0,2013,0,0,0,0,1,0,0,1,0,0,0,0
I.O.U.S.A.,8/22/2008,,,Roadside Attractions,821046,1020500,Documentary,0,,PG,85,358,summer,192,2012,1,0,0,0,0,0,0,0,1,0,0,0
I.Q.,12/25/1994,25000000,Fred Schepisi,Paramount,26381221,54713400,Romance,0,Scott Rudin,PG,95,1412,holiday,0,2016,0,0,0,0,1,0,0,0,1,0,0,0
Icaros: A Vision,5/19/2017,,,Factory,5510,5500,Drama,0,,,91,1,summer,2,2017,1,0,0,0,0,1,0,0,0,0,0,0
Ice Age,3/15/2002,59000000,"Carlos Saldanha, Chris Wedge",Fox,176387405,271108400,Animation,1,Christopher Meledandri,PG,81,3345,spring,171,1980,0,0,0,1,0,0,0,0,1,0,0,0
Ice Age: Collision Course,7/22/2016,105000000,Mike Thurmeier,Fox,64063008,67213500,Animation,0,,PG,94,3997,summer,104,2013,1,0,0,0,0,0,0,0,1,0,0,0
Ice Age: Continental Drift,7/13/2012,95000000,,Fox,161321843,185070100,Animation,0,John C. Donkin,PG,94,3886,summer,209,2009,1,0,0,0,0,0,0,0,1,0,0,0
Ice Age: Dawn of the Dinosaurs,7/1/2009,90000000,Carlos Saldanha,Fox,196573705,235274100,Animation,0,John C. Donkin,PG,87,4102,summer,144,2011,1,0,0,0,0,0,0,0,1,0,0,0
Ice Age: The Meltdown,3/31/2006,80000000,Carlos Saldanha,Fox,195330621,266305700,Animation,0,"Christopher Meledandri, Chris Wedge",PG,90,3969,spring,160,2006,0,0,0,1,0,0,0,0,1,0,0,0
The Ice at the Bottom of the World  - Box Office Mojo,,,,Picturehouse,,,Drama,0,,,,,,0,1972,0,0,0,0,0,1,0,0,0,0,0,0
Ice Blues: A Donald Strachey Mystery,10/10/2008,,,Regent Releasing,1377,1700,Crime_Thriller,0,,R,84,1,fall,41,2009,0,1,0,0,0,0,0,1,0,0,0,0
Ice Castles,12/5/1979,,,Columbia,,,None,1,,PG,108,,holiday,0,1958,0,0,0,0,1,0,0,0,1,0,0,0
The Ice Harvest,11/23/2005,,Harold Ramis,Focus Features,9016782,12561600,Crime_Thriller,0,"Albert Berger, Glenn Williamson, Ron Yerxa",R,88,1555,holiday,22,2016,0,0,0,0,1,0,0,1,0,0,0,0
Ice Pirates,3/16/1984,,,MGM,14255801,37888200,Fantasy_Scifi,0,,PG,91,1175,spring,0,2006,0,0,0,1,0,0,0,0,1,0,0,0
Ice Princess,3/18/2005,,,Buena Vista,24402491,33996000,Family,0,,G,92,2501,spring,90,2007,0,0,0,1,0,0,0,0,0,1,0,0
The Ice Storm,9/27/1997,,Ang Lee,Fox Searchlight,8038061,15638300,Drama,0,Ted Hope,R,112,230,fall,0,2011,0,1,0,0,0,0,0,1,0,0,0,0
Iceman,4/13/1984,,,Universal,7343032,19515900,None,0,,PG,101,671,spring,0,2016,0,0,0,1,0,0,0,0,1,0,0,0
The Iceman,5/3/2013,,,Millennium Ent.,1969193,2098400,Crime_Thriller,0,,R,105,258,summer,90,1980,1,0,0,0,0,0,0,1,0,0,0,0
Iceman,9/19/2014,,,Well Go USA,7679,8500,Foreign,0,,R,105,6,fall,9,2017,0,1,0,0,0,0,0,1,0,0,0,0
The Iceman Cometh,11/10/1973,,,Amer. Film Theatre,,,None,0,,PG,,,holiday,0,2007,0,0,0,0,1,0,0,0,1,0,0,0
An Ideal Husband,6/18/1999,,Oliver Parker,Miramax,18542974,32596200,Historical,0,,PG-13,96,772,summer,0,2011,1,0,0,0,0,0,1,0,0,0,0,0
The Identical,9/5/2014,,Dustin Marcellino,Freestyle Releasing,2827666,3125100,Drama,0,Howard Klausner,PG,107,1956,fall,20,1999,0,1,0,0,0,0,0,0,1,0,0,0
Identity,4/25/2003,28000000,James Mangold,Sony / Columbia,52159536,77244600,Crime_Thriller,0,Cathy Konrad,R,87,2733,spring,111,2014,0,0,0,1,0,0,0,1,0,0,0,0
Identity Thief,2/8/2013,35000000,Seth Gordon,Universal,134506920,151277900,Comedy,0,"Pamela Abdy, Jason Bateman, Scott Stuber",R,111,3230,winter,118,1995,0,0,1,0,0,0,0,1,0,0,0,0
The Ides of March,10/7/2011,,George Clooney,Sony / Columbia,40962534,46714300,Crime_Thriller,1,"George Clooney, Leonardo DiCaprio, Grant Heslov",R,102,2199,fall,97,1990,0,1,0,0,0,0,0,1,0,0,0,0
Idiocracy,9/1/2006,,Mike Judge,Fox,444093,605500,Fantasy_Scifi,0,,R,84,130,fall,34,1998,0,1,0,0,0,0,0,1,0,0,0,0
Idle Hands,4/30/1999,25000000,,Sony / Columbia,4152230,7299100,Horror,0,,R,92,1611,spring,0,1992,0,0,0,1,0,0,0,1,0,0,0,0
Idlewild,8/25/2006,,,Universal,12571185,17139000,Musical,0,,R,90,975,summer,41,2014,1,0,0,0,0,0,0,1,0,0,0,0
The Idol,5/27/2016,,,Adopt Films,,,Drama,0,,,98,,summer,0,2002,1,0,0,0,0,1,0,0,0,0,0,0
The Idolmaker,11/14/1980,,Taylor Hackford,MGM,2625716,8716600,None,0,,PG,119,,holiday,0,2012,0,0,0,0,1,0,0,0,1,0,0,0
If a Tree Falls: A Story of the Earth Liberation Front,6/22/2011,,,Oscilloscope Pictures,61794,69200,Documentary,1,,,85,5,summer,64,1993,1,0,0,0,0,1,0,0,0,0,0,0
If I Die Tonight,7/31/2009,,,Indican,20214,24200,Documentary,0,,PG-13,92,2,summer,62,2004,1,0,0,0,0,0,1,0,0,0,0,0
If I Stay,8/22/2014,11000000,R.J. Cutler,Warner Bros. (New Line),50474843,55717900,Drama,0,"Denise Di Novi, Alison Greenspan",PG-13,106,3157,summer,76,2016,1,0,0,0,0,0,1,0,0,0,0,0
If I Were You,3/15/2013,,,Kino Lorber,9432,10500,Comedy,0,,R,115,14,spring,48,2001,0,0,0,1,0,0,0,1,0,0,0,0
If Looks Could Kill,3/15/1991,,,Warner Bros.,7788597,16520700,Act_Adven,0,"Neil Meron, Craig Zadan",PG-13,89,838,spring,0,2011,0,0,0,1,0,0,1,0,0,0,0,0
If Lucy Fell,3/8/1996,,Eric Schaeffer,Sony / Columbia,2420162,4889600,Romance,0,,R,92,1200,spring,0,1994,0,0,0,1,0,0,0,1,0,0,0,0
If You Are the One 2,12/24/2010,,,China Lion,426894,475900,Comedy,0,,,,21,holiday,48,2000,0,0,0,0,1,1,0,0,0,0,0,0
If You Build It,1/10/2014,,,Long Shot Factory,43393,48700,Documentary,0,,,85,5,winter,62,2017,0,0,1,0,0,1,0,0,0,0,0,0
If You Could See What I Hear,4/23/1982,,,Jensen Farley,8693512,26405800,Musical,0,,PG,103,558,spring,0,2004,0,0,0,1,0,0,0,0,1,0,0,0
If....,3/9/1969,,Lindsay Anderson,Paramount,,,Drama,0,"Lindsay Anderson, Michael Medwin",R,111,,spring,0,2010,0,0,0,1,0,0,0,1,0,0,0,0
Igby Goes Down,9/13/2002,9000000,Burr Steers,MGM,4777465,7337100,Comedy,0,,R,98,156,fall,0,2013,0,1,0,0,0,0,0,1,0,0,0,0
Igor,9/19/2008,25000000,,MGM,19528602,24288300,Animation,0,,PG,86,2341,fall,125,1984,0,1,0,0,0,0,0,0,1,0,0,0
Ikiru,12/27/2002,,,Cowboy,60239,89200,None,0,,,143,2,holiday,0,2010,0,0,0,0,1,1,0,0,0,0,0,0
Il barbiere di Siviglia  - Box Office Mojo,,,,Unknown,,,Musical,0,,,,,,0,2008,0,0,0,0,0,1,0,0,0,0,0,0
Il Boom,6/16/2017,,Vittorio De Sica,Rialto,57962,57900,Comedy,0,,,85,2,summer,0,1995,1,0,0,0,0,1,0,0,0,0,0,0
Il Cuore Altrove,12/19/2003,,,Odeon,108954,156700,None,0,,,107,8,holiday,41,1996,0,0,0,0,1,1,0,0,0,0,0,0
